,Max GWL: t-3,Max GWL: t-2,Max GWL: t-1,"Max GWL (predicted,updated): t+29"
0,0.08043229053001058,0.0870207247706668,0.0870207247706668,0.13313976445525286
1,0.08043229053001058,0.08043229053001058,0.0870207247706668,0.11996289597394041
2,0.0870207247706668,0.08043229053001058,0.08043229053001058,0.11996289597394041
3,0.07384385628935436,0.0870207247706668,0.08043229053001058,0.1133744617332842
4,0.07384385628935436,0.07384385628935436,0.0870207247706668,0.1133744617332842
5,0.09360915901132302,0.07384385628935436,0.07384385628935436,0.1133744617332842
6,0.07384385628935436,0.09360915901132302,0.07384385628935436,0.1133744617332842
7,0.07384385628935436,0.07384385628935436,0.09360915901132302,0.1133744617332842
8,0.027724816604775784,0.07384385628935436,0.07384385628935436,0.10678602749262797
9,0.027724816604775784,0.027724816604775784,0.07384385628935436,0.10678602749262797
10,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.10678602749262797
11,0.021136382364119563,0.027724816604775784,0.027724816604775784,0.10678602749262797
12,0.021136382364119563,0.021136382364119563,0.027724816604775784,0.10678602749262797
13,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10678602749262797
14,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
15,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
16,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
17,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
18,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
19,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
20,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.10019759325197924
21,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.09360915901132302
22,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.09360915901132302
23,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.09360915901132302
24,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.09360915901132302
25,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.09360915901132302
26,0.027724816604775784,0.021136382364119563,0.021136382364119563,0.09360915901132302
27,0.021136382364119563,0.027724816604775784,0.021136382364119563,0.0870207247706668
28,0.027724816604775784,0.021136382364119563,0.027724816604775784,0.0870207247706668
29,0.027724816604775784,0.027724816604775784,0.021136382364119563,0.0870207247706668
30,0.021136382364119563,0.027724816604775784,0.027724816604775784,0.0870207247706668
31,0.021136382364119563,0.021136382364119563,0.027724816604775784,0.0870207247706668
32,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.08043229053001058
33,0.021136382364119563,0.021136382364119563,0.021136382364119563,0.08043229053001058
34,0.027724816604775784,0.021136382364119563,0.021136382364119563,0.0870207247706668
35,0.027724816604775784,0.027724816604775784,0.021136382364119563,0.07384385628935436
36,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.07384385628935436
37,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.09360915901132302
38,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.07384385628935436
39,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.07384385628935436
40,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.027724816604775784
41,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.027724816604775784
42,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.027724816604775784
43,0.027724816604775784,0.027724816604775784,0.027724816604775784,0.021136382364119563
