,Max GWL: t-3,Max GWL: t-2,Max GWL: t-1,"Max GWL (predicted,updated): t+29"
0,-0.05445183859178092,-0.0796293908799369,-0.08417533782085362,-0.16390425340001025
1,-0.02123145710046764,-0.05445183859178092,-0.0796293908799369,-0.14711921854124357
2,0.03576772377410539,-0.02123145710046764,-0.05445183859178092,-0.14607015386256741
3,0.0976625398158192,0.03576772377410539,-0.02123145710046764,-0.13592919530206182
4,0.13263136243825674,0.0976625398158192,0.03576772377410539,-0.13592919530206182
5,0.16060642053620916,0.13263136243825674,0.0976625398158192,-0.13557950707583774
6,0.1868330375030373,0.16060642053620916,0.13263136243825674,-0.13977576579053042
7,0.20781433107650063,0.1868330375030373,0.16060642053620916,-0.13488013062338963
8,0.21480809560098574,0.20781433107650063,0.1868330375030373,-0.14676953031501555
9,0.23054406578108422,0.21480809560098574,0.20781433107650063,-0.14432171273144714
10,0.2410347125678139,0.23054406578108422,0.21480809560098574,-0.15061610080348414
11,0.2550222416167881,0.2410347125678139,0.23054406578108422,-0.15411298306572868
12,0.2725066529280069,0.2550222416167881,0.2410347125678139,-0.17159739437694746
13,0.31202142249136117,0.2725066529280069,0.2550222416167881,-0.14886765967236387
14,0.3162176812060538,0.31202142249136117,0.2725066529280069,-0.14012545401675447
15,0.34873868624492294,0.3162176812060538,0.31202142249136117,-0.14362233627899904
16,0.34559149220890245,0.34873868624492294,0.3162176812060538,-0.15061610080348414
17,0.3644746564250175,0.34559149220890245,0.34873868624492294,-0.16600238275735857
18,0.37146842094950655,0.3644746564250175,0.34559149220890245,-0.1649533180786864
19,0.3791615619264438,0.37146842094950655,0.3644746564250175,-0.16635207098358262
20,0.418326643263574,0.3791615619264438,0.37146842094950655,-0.1705483296982753
21,0.4158788256800016,0.418326643263574,0.3791615619264438,-0.15935830645909352
22,0.41517944922755345,0.4158788256800016,0.418326643263574,-0.17509427663919203
23,0.41517944922755345,0.41517944922755345,0.4158788256800016,-0.16110674759021779
24,0.40119192017857924,0.41517944922755345,0.41517944922755345,-0.200271828927348
25,0.39874410259500687,0.40119192017857924,0.41517944922755345,-0.1953761937602072
26,0.3983944143687828,0.39874410259500687,0.40119192017857924,-0.20761528167805718
27,0.3990937908212309,0.3983944143687828,0.39874410259500687,-0.18908180568816624
28,0.4148297610013294,0.3990937908212309,0.3983944143687828,-0.16110674759021779
29,0.41797695503734994,0.4148297610013294,0.3990937908212309,-0.12438948383665599
30,0.4165782021324497,0.41797695503734994,0.4148297610013294,-0.08417533782085362
31,0.4228725902044907,0.4165782021324497,0.41797695503734994,-0.0796293908799369
32,0.4253204077880591,0.4228725902044907,0.4165782021324497,-0.05445183859178092
33,0.4316147958601001,0.4253204077880591,0.4228725902044907,-0.02123145710046764
34,0.4260197842405112,0.4316147958601001,0.4253204077880591,0.03576772377410539
35,0.4361607428010168,0.4260197842405112,0.4316147958601001,0.0976625398158192
36,0.4473507660401946,0.4361607428010168,0.4260197842405112,0.13263136243825674
37,0.45434453056468366,0.4473507660401946,0.4361607428010168,0.16060642053620916
38,0.45784141282692825,0.45434453056468366,0.4473507660401946,0.1868330375030373
39,0.456092971695804,0.45784141282692825,0.45434453056468366,0.20781433107650063
40,0.456092971695804,0.456092971695804,0.45784141282692825,0.21480809560098574
41,0.4595898539580485,0.456092971695804,0.456092971695804,0.23054406578108422
42,0.456092971695804,0.4595898539580485,0.456092971695804,0.2410347125678139
43,0.4613382950891728,0.456092971695804,0.4595898539580485,0.2550222416167881
44,0.4613382950891728,0.4613382950891728,0.456092971695804,0.2725066529280069
45,0.46238735976784495,0.4613382950891728,0.4613382950891728,0.31202142249136117
46,0.4679823713874338,0.46238735976784495,0.4613382950891728,0.3162176812060538
47,0.46553455380386544,0.4679823713874338,0.46238735976784495,0.34873868624492294
48,0.46553455380386544,0.46553455380386544,0.4679823713874338,0.34559149220890245
