,Max GWL: t-3,Max GWL: t-2,Max GWL: t-1,"Max GWL (predicted,updated): t+29"
0,0.6650473281627529,0.6668937774115932,0.6773569898216552,0.6521221834209133
1,0.6693557097433708,0.6650473281627529,0.6668937774115932,0.6656628112457044
2,0.671202158992204,0.6693557097433708,0.6650473281627529,0.6748950574898775
3,0.6730486082410443,0.671202158992204,0.6693557097433708,0.6718176420751485
4,0.6798189221534329,0.6730486082410443,0.671202158992204,0.660738946582142
5,0.678587955987544,0.6798189221534329,0.6730486082410443,0.6693557097433708
6,0.6736640913239887,0.678587955987544,0.6798189221534329,0.6693557097433708
7,0.6773569898216552,0.6736640913239887,0.678587955987544,0.6718176420751485
8,0.6792034390704884,0.6773569898216552,0.6736640913239887,0.6748950574898775
9,0.678587955987544,0.6792034390704884,0.6773569898216552,0.6779724729045996
10,0.6792034390704884,0.678587955987544,0.6792034390704884,0.6718176420751485
11,0.6828963375681619,0.6792034390704884,0.678587955987544,0.6755105405728219
12,0.6650473281627529,0.6828963375681619,0.6792034390704884,0.6705866759092597
13,0.6625853958309753,0.6650473281627529,0.6828963375681619,0.6755105405728219
14,0.6699711928263152,0.6625853958309753,0.6650473281627529,0.6705866759092597
15,0.6730486082410443,0.6699711928263152,0.6625853958309753,0.6718176420751485
16,0.6761260236557664,0.6730486082410443,0.6699711928263152,0.6687402266604264
17,0.671202158992204,0.6761260236557664,0.6730486082410443,0.6668937774115932
18,0.668124743577482,0.671202158992204,0.6761260236557664,0.6718176420751485
19,0.6742795744069331,0.668124743577482,0.671202158992204,0.6724331251580928
20,0.6736640913239887,0.6742795744069331,0.668124743577482,0.6595079804162532
21,0.6755105405728219,0.6736640913239887,0.6742795744069331,0.6545841157526909
22,0.6779724729045996,0.6755105405728219,0.6736640913239887,0.660738946582142
23,0.681665371402273,0.6779724729045996,0.6755105405728219,0.6693557097433708
24,0.6767415067387108,0.681665371402273,0.6779724729045996,0.6662782943286488
25,0.6767415067387108,0.6767415067387108,0.681665371402273,0.6650473281627529
26,0.6755105405728219,0.6767415067387108,0.6767415067387108,0.6730486082410443
27,0.6835118206511063,0.6755105405728219,0.6767415067387108,0.6705866759092597
28,0.6878202022317171,0.6835118206511063,0.6755105405728219,0.738289815033208
29,0.6884356853146686,0.6878202022317171,0.6835118206511063,0.6761260236557664
30,0.6884356853146686,0.6884356853146686,0.6878202022317171,0.6773569898216552
31,0.685973752982884,0.6884356853146686,0.6884356853146686,0.6668937774115932
32,0.6865892360658283,0.685973752982884,0.6884356853146686,0.6650473281627529
33,0.6896666514805574,0.6865892360658283,0.685973752982884,0.6693557097433708
34,0.6896666514805574,0.6896666514805574,0.6865892360658283,0.671202158992204
35,0.6927440668952795,0.6896666514805574,0.6896666514805574,0.6730486082410443
36,0.689051168397613,0.6927440668952795,0.6896666514805574,0.6798189221534329
37,0.6878202022317171,0.689051168397613,0.6927440668952795,0.678587955987544
38,0.681665371402273,0.6878202022317171,0.689051168397613,0.6736640913239887
39,0.6804344052363772,0.681665371402273,0.6878202022317171,0.6773569898216552
40,0.6884356853146686,0.6804344052363772,0.681665371402273,0.6792034390704884
41,0.6878202022317171,0.6884356853146686,0.6804344052363772,0.678587955987544
42,0.6847427868169951,0.6878202022317171,0.6884356853146686,0.6792034390704884
43,0.689051168397613,0.6847427868169951,0.6878202022317171,0.6828963375681619
44,0.6755105405728219,0.689051168397613,0.6847427868169951,0.6650473281627529
45,0.6724331251580928,0.6755105405728219,0.689051168397613,0.6625853958309753
46,0.6822808544852175,0.6724331251580928,0.6755105405728219,0.6699711928263152
47,0.6865892360658283,0.6822808544852175,0.6724331251580928,0.6730486082410443
48,0.6570460480844685,0.6865892360658283,0.6822808544852175,0.6761260236557664
49,0.6385815555961223,0.6570460480844685,0.6865892360658283,0.671202158992204
50,0.6435054202596845,0.6385815555961223,0.6570460480844685,0.668124743577482
51,0.7389052981161524,0.6435054202596845,0.6385815555961223,0.6742795744069331
52,0.73398143345259,0.7389052981161524,0.6435054202596845,0.6736640913239887
53,0.7364433657843747,0.73398143345259,0.7389052981161524,0.6755105405728219
54,0.7358278827014303,0.7364433657843747,0.73398143345259,0.6779724729045996
55,0.7321349842037569,0.7358278827014303,0.7364433657843747,0.681665371402273
56,0.7272111195402016,0.7321349842037569,0.7358278827014303,0.6767415067387108
57,0.7265956364572501,0.7272111195402016,0.7321349842037569,0.6767415067387108
58,0.7265956364572501,0.7265956364572501,0.7272111195402016,0.6755105405728219
59,0.6730486082410443,0.7265956364572501,0.7265956364572501,0.6835118206511063
60,0.6736640913239887,0.6730486082410443,0.7265956364572501,0.6878202022317171
61,0.6828963375681619,0.6736640913239887,0.6730486082410443,0.6884356853146686
62,0.681665371402273,0.6828963375681619,0.6736640913239887,0.6884356853146686
63,0.681665371402273,0.681665371402273,0.6828963375681619,0.685973752982884
64,0.6884356853146686,0.681665371402273,0.681665371402273,0.6865892360658283
65,0.6908976176464462,0.6884356853146686,0.681665371402273,0.6896666514805574
66,0.6945905161441127,0.6908976176464462,0.6884356853146686,0.6896666514805574
67,0.6952059992270572,0.6945905161441127,0.6908976176464462,0.6927440668952795
68,0.6921285838123351,0.6952059992270572,0.6945905161441127,0.689051168397613
69,0.6828963375681619,0.6921285838123351,0.6952059992270572,0.6878202022317171
70,0.6853582698999395,0.6828963375681619,0.6921285838123351,0.681665371402273
71,0.6878202022317171,0.6853582698999395,0.6828963375681619,0.6804344052363772
72,0.6915131007293907,0.6878202022317171,0.6853582698999395,0.6884356853146686
73,0.6884356853146686,0.6915131007293907,0.6878202022317171,0.6878202022317171
74,0.6773569898216552,0.6884356853146686,0.6915131007293907,0.6847427868169951
75,0.6748950574898775,0.6773569898216552,0.6884356853146686,0.689051168397613
76,0.6730486082410443,0.6748950574898775,0.6773569898216552,0.6755105405728219
77,0.6773569898216552,0.6730486082410443,0.6748950574898775,0.6724331251580928
78,0.6724331251580928,0.6773569898216552,0.6730486082410443,0.6822808544852175
79,0.6755105405728219,0.6724331251580928,0.6773569898216552,0.6865892360658283
80,0.6699711928263152,0.6755105405728219,0.6724331251580928,0.6570460480844685
81,0.6699711928263152,0.6699711928263152,0.6755105405728219,0.6385815555961223
82,0.6558150819185797,0.6699711928263152,0.6699711928263152,0.6435054202596845
83,0.6558150819185797,0.6558150819185797,0.6699711928263152,0.7389052981161524
84,0.6502757341720801,0.6558150819185797,0.6558150819185797,0.73398143345259
85,0.6527376665038577,0.6502757341720801,0.6558150819185797,0.7364433657843747
86,0.660738946582142,0.6527376665038577,0.6502757341720801,0.7358278827014303
87,0.6632008789139197,0.660738946582142,0.6527376665038577,0.7321349842037569
88,0.6668937774115932,0.6632008789139197,0.660738946582142,0.7272111195402016
89,0.6090383676147625,0.6668937774115932,0.6632008789139197,0.7265956364572501
90,0.63365769093256,0.6090383676147625,0.6668937774115932,0.7265956364572501
